y	yend	x	xend	showSelected1	PANEL
-0.00900048066388561	-0.00900048066388561	0.1800575	197.9916495	4	1
-0.00900048066388561	-0.00900048066388561	0.1800575	197.9916495	4.05	1
-0.00900048066388561	-0.00900048066388561	0.1800575	197.9916495	4.1	1
-0.00900048066388561	-0.00900048066388561	0.1800575	197.9916495	4.15	1
-0.00900048066388561	-0.00900048066388561	0.1800575	197.9916495	4.2	1
-0.00900048066388561	-0.00900048066388561	0.1800575	197.9916495	4.25	1
-0.00900048066388561	-0.00900048066388561	0.1800575	197.9916495	4.3	1
-0.00900048066388561	-0.00900048066388561	0.1800575	197.9916495	4.35	1
-0.00900048066388561	-0.00900048066388561	0.1800575	197.9916495	4.4	1
-0.00900048066388561	-0.00900048066388561	0.1800575	197.9916495	4.45	1
-0.00900048066388561	-0.00900048066388561	0.1800575	197.9916495	4.5	1
-0.00900048066388561	-0.00900048066388561	0.1800575	197.9916495	4.55	1
-0.00900048066388561	-0.00900048066388561	0.1800575	197.9916495	4.6	1
-0.00900048066388561	-0.00900048066388561	0.1800575	197.9916495	4.65	1
-0.00900048066388561	-0.00900048066388561	0.1800575	197.9916495	4.66816745440284	1
-0.00900048066388561	-0.00900048066388561	0.1800575	197.9916495	4.7	1
-0.00900048066388561	-0.00900048066388561	0.1800575	197.9916495	4.75	1
-0.00900048066388561	-0.00900048066388561	0.1800575	197.9916495	4.8	1
-0.00900048066388561	-0.00900048066388561	0.1800575	197.9916495	4.84102739939653	1
-0.00900048066388561	-0.00900048066388561	0.1800575	197.9916495	4.85	1
-0.00900048066388561	-0.00900048066388561	0.1800575	197.9916495	4.9	1
-0.00900048066388561	-0.00900048066388561	0.1800575	197.9916495	4.91980750606868	1
-0.00900048066388561	-0.00900048066388561	0.1800575	197.9916495	4.95	1
-0.00900048066388561	-0.00900048066388561	0.1800575	197.9916495	5	1
-0.00900048066388561	-0.00900048066388561	0.1800575	197.9916495	5.05	1
-0.00900048066388561	-0.00900048066388561	0.1800575	197.9916495	5.09266745106238	1
-0.00900048066388561	-0.00900048066388561	0.1800575	197.9916495	5.1	1
-0.00900048066388561	-0.00900048066388561	0.1800575	197.9916495	5.15	1
-0.00900048066388561	-0.00900048066388561	0.1800575	197.9916495	5.16792151301062	1
-0.00900048066388561	-0.00900048066388561	0.1800575	197.9916495	5.2	1
-0.00900048066388561	-0.00900048066388561	0.1800575	197.9916495	5.25	1
-0.00900048066388561	-0.00900048066388561	0.1800575	197.9916495	5.3	1
-0.00900048066388561	-0.00900048066388561	0.1800575	197.9916495	5.35	1
-0.00900048066388561	-0.00900048066388561	0.1800575	197.9916495	5.4	1
-0.00900048066388561	-0.00900048066388561	0.1800575	197.9916495	5.41956156467646	1
-0.00900048066388561	-0.00900048066388561	0.1800575	197.9916495	5.45	1
-0.021319798022433	-0.021319798022433	0.1800575	60.057755	5.46103520669639	1
-0.00291162265908633	-0.00291162265908633	60.057755	197.9916495	5.46103520669639	1
-0.021319798022433	-0.021319798022433	0.1800575	60.057755	5.5	1
-0.00291162265908633	-0.00291162265908633	60.057755	197.9916495	5.5	1
-0.021319798022433	-0.021319798022433	0.1800575	60.057755	5.55	1
-0.00291162265908633	-0.00291162265908633	60.057755	197.9916495	5.55	1
-0.021319798022433	-0.021319798022433	0.1800575	60.057755	5.6	1
-0.00291162265908633	-0.00291162265908633	60.057755	197.9916495	5.6	1
-0.021319798022433	-0.021319798022433	0.1800575	60.057755	5.63389515169009	1
-0.00291162265908633	-0.00291162265908633	60.057755	197.9916495	5.63389515169009	1
-0.021319798022433	-0.021319798022433	0.1800575	60.057755	5.65	1
-0.00291162265908633	-0.00291162265908633	60.057755	197.9916495	5.65	1
-0.021319798022433	-0.021319798022433	0.1800575	60.057755	5.7	1
-0.00291162265908633	-0.00291162265908633	60.057755	197.9916495	5.7	1
-0.021319798022433	-0.021319798022433	0.1800575	60.057755	5.75	1
-0.00291162265908633	-0.00291162265908633	60.057755	197.9916495	5.75	1
-0.021319798022433	-0.021319798022433	0.1800575	60.057755	5.8	1
-0.00291162265908633	-0.00291162265908633	60.057755	197.9916495	5.8	1
-0.021319798022433	-0.021319798022433	0.1800575	60.057755	5.85	1
-0.00291162265908633	-0.00291162265908633	60.057755	197.9916495	5.85	1
-0.021319798022433	-0.021319798022433	0.1800575	60.057755	5.9	1
-0.00291162265908633	-0.00291162265908633	60.057755	197.9916495	5.9	1
-0.021319798022433	-0.021319798022433	0.1800575	60.057755	5.95	1
-0.00291162265908633	-0.00291162265908633	60.057755	197.9916495	5.95	1
-0.021319798022433	-0.021319798022433	0.1800575	60.057755	5.96078926530417	1
-0.00291162265908633	-0.00291162265908633	60.057755	197.9916495	5.96078926530417	1
-0.021319798022433	-0.021319798022433	0.1800575	60.057755	6	1
-0.00291162265908633	-0.00291162265908633	60.057755	197.9916495	6	1
-0.021319798022433	-0.021319798022433	0.1800575	60.057755	6.05	1
-0.00291162265908633	-0.00291162265908633	60.057755	197.9916495	6.05	1
-0.021319798022433	-0.021319798022433	0.1800575	60.057755	6.1	1
-0.00291162265908633	-0.00291162265908633	60.057755	197.9916495	6.1	1
-0.021319798022433	-0.021319798022433	0.1800575	60.057755	6.15	1
-0.00291162265908633	-0.00291162265908633	60.057755	197.9916495	6.15	1
-0.021319798022433	-0.021319798022433	0.1800575	60.057755	6.2	1
-0.00291162265908633	-0.00291162265908633	60.057755	197.9916495	6.2	1
-0.021319798022433	-0.021319798022433	0.1800575	60.057755	6.25	1
-0.00291162265908633	-0.00291162265908633	60.057755	197.9916495	6.25	1
-0.021319798022433	-0.021319798022433	0.1800575	60.057755	6.3	1
-0.00291162265908633	-0.00291162265908633	60.057755	197.9916495	6.3	1
-0.021319798022433	-0.021319798022433	0.1800575	60.057755	6.35	1
-0.00291162265908633	-0.00291162265908633	60.057755	197.9916495	6.35	1
-0.021319798022433	-0.021319798022433	0.1800575	60.057755	6.4	1
-0.00291162265908633	-0.00291162265908633	60.057755	197.9916495	6.4	1
-0.021319798022433	-0.021319798022433	0.1800575	60.057755	6.45	1
-0.00291162265908633	-0.00291162265908633	60.057755	197.9916495	6.45	1
-0.021319798022433	-0.021319798022433	0.1800575	60.057755	6.5	1
-0.00291162265908633	-0.00291162265908633	60.057755	197.9916495	6.5	1
-0.0209215304340974	-0.0209215304340974	1.1771895	243.1891515	5.5	2
-0.0209215304340974	-0.0209215304340974	1.1771895	243.1891515	5.55	2
-0.0209215304340974	-0.0209215304340974	1.1771895	243.1891515	5.6	2
-0.0209215304340974	-0.0209215304340974	1.1771895	243.1891515	5.63389515169009	2
-0.0209215304340974	-0.0209215304340974	1.1771895	243.1891515	5.65	2
-0.0209215304340974	-0.0209215304340974	1.1771895	243.1891515	5.7	2
-0.0209215304340974	-0.0209215304340974	1.1771895	243.1891515	5.75	2
-0.0209215304340974	-0.0209215304340974	1.1771895	243.1891515	5.8	2
-0.0209215304340974	-0.0209215304340974	1.1771895	243.1891515	5.85	2
-0.0209215304340974	-0.0209215304340974	1.1771895	243.1891515	5.9	2
-0.0209215304340974	-0.0209215304340974	1.1771895	243.1891515	5.95	2
-0.0209215304340974	-0.0209215304340974	1.1771895	243.1891515	5.96078926530417	2
-0.0209215304340974	-0.0209215304340974	1.1771895	243.1891515	6	2
-0.0209215304340974	-0.0209215304340974	1.1771895	243.1891515	6.05	2
-0.0209215304340974	-0.0209215304340974	1.1771895	243.1891515	6.1	2
-0.0209215304340974	-0.0209215304340974	1.1771895	243.1891515	6.15	2
-0.0209215304340974	-0.0209215304340974	1.1771895	243.1891515	6.2	2
-0.0209215304340974	-0.0209215304340974	1.1771895	243.1891515	6.25	2
-0.0209215304340974	-0.0209215304340974	1.1771895	243.1891515	6.3	2
-0.0209215304340974	-0.0209215304340974	1.1771895	243.1891515	6.35	2
-0.0209215304340974	-0.0209215304340974	1.1771895	243.1891515	6.4	2
-0.0209215304340974	-0.0209215304340974	1.1771895	243.1891515	6.45	2
-0.0209215304340974	-0.0209215304340974	1.1771895	243.1891515	6.5	2
0.351231083335796	0.351231083335796	1.1771895	45.1646255	4	2
-0.0999798577116396	-0.0999798577116396	45.1646255	243.1891515	4	2
0.351231083335796	0.351231083335796	1.1771895	45.1646255	4.05	2
-0.0999798577116396	-0.0999798577116396	45.1646255	243.1891515	4.05	2
0.351231083335796	0.351231083335796	1.1771895	45.1646255	4.1	2
-0.0999798577116396	-0.0999798577116396	45.1646255	243.1891515	4.1	2
0.351231083335796	0.351231083335796	1.1771895	45.1646255	4.15	2
-0.0999798577116396	-0.0999798577116396	45.1646255	243.1891515	4.15	2
0.351231083335796	0.351231083335796	1.1771895	45.1646255	4.2	2
-0.0999798577116396	-0.0999798577116396	45.1646255	243.1891515	4.2	2
0.351231083335796	0.351231083335796	1.1771895	45.1646255	4.25	2
-0.0999798577116396	-0.0999798577116396	45.1646255	243.1891515	4.25	2
0.351231083335796	0.351231083335796	1.1771895	45.1646255	4.3	2
-0.0999798577116396	-0.0999798577116396	45.1646255	243.1891515	4.3	2
0.351231083335796	0.351231083335796	1.1771895	45.1646255	4.35	2
-0.0999798577116396	-0.0999798577116396	45.1646255	243.1891515	4.35	2
0.351231083335796	0.351231083335796	1.1771895	45.1646255	4.4	2
-0.0999798577116396	-0.0999798577116396	45.1646255	243.1891515	4.4	2
0.351231083335796	0.351231083335796	1.1771895	45.1646255	4.45	2
-0.0999798577116396	-0.0999798577116396	45.1646255	243.1891515	4.45	2
0.351231083335796	0.351231083335796	1.1771895	45.1646255	4.5	2
-0.0999798577116396	-0.0999798577116396	45.1646255	243.1891515	4.5	2
0.351231083335796	0.351231083335796	1.1771895	45.1646255	4.55	2
-0.0999798577116396	-0.0999798577116396	45.1646255	243.1891515	4.55	2
0.351231083335796	0.351231083335796	1.1771895	45.1646255	4.6	2
-0.0999798577116396	-0.0999798577116396	45.1646255	243.1891515	4.6	2
0.351231083335796	0.351231083335796	1.1771895	45.1646255	4.65	2
-0.0999798577116396	-0.0999798577116396	45.1646255	243.1891515	4.65	2
0.351231083335796	0.351231083335796	1.1771895	45.1646255	4.66816745440284	2
-0.0999798577116396	-0.0999798577116396	45.1646255	243.1891515	4.66816745440284	2
0.351231083335796	0.351231083335796	1.1771895	45.1646255	4.7	2
-0.0999798577116396	-0.0999798577116396	45.1646255	243.1891515	4.7	2
0.351231083335796	0.351231083335796	1.1771895	45.1646255	4.75	2
-0.0999798577116396	-0.0999798577116396	45.1646255	243.1891515	4.75	2
0.351231083335796	0.351231083335796	1.1771895	45.1646255	4.8	2
-0.0999798577116396	-0.0999798577116396	45.1646255	243.1891515	4.8	2
0.351231083335796	0.351231083335796	1.1771895	45.1646255	4.84102739939653	2
-0.0999798577116396	-0.0999798577116396	45.1646255	243.1891515	4.84102739939653	2
