y	yend	x	xend	showSelected1	PANEL
-0.021319798022433	-0.021319798022433	0.1800575	60.057755	4	1
0.0207634886728326	0.0207634886728326	60.057755	76.93522	4	1
-0.0112608057056545	-0.0112608057056545	76.93522	148.4446305	4	1
0.135409174685828	0.135409174685828	148.4446305	149.0570905	4	1
-0.001090557531618	-0.001090557531618	149.0570905	197.9916495	4	1
-0.021319798022433	-0.021319798022433	0.1800575	60.057755	4.05	1
0.0207634886728326	0.0207634886728326	60.057755	76.93522	4.05	1
-0.0112608057056545	-0.0112608057056545	76.93522	148.4446305	4.05	1
0.135409174685828	0.135409174685828	148.4446305	149.0570905	4.05	1
-0.001090557531618	-0.001090557531618	149.0570905	197.9916495	4.05	1
-0.021319798022433	-0.021319798022433	0.1800575	60.057755	4.1	1
0.0207634886728326	0.0207634886728326	60.057755	76.93522	4.1	1
-0.0112608057056545	-0.0112608057056545	76.93522	148.4446305	4.1	1
0.135409174685828	0.135409174685828	148.4446305	149.0570905	4.1	1
-0.001090557531618	-0.001090557531618	149.0570905	197.9916495	4.1	1
-0.021319798022433	-0.021319798022433	0.1800575	60.057755	4.15	1
0.0207634886728326	0.0207634886728326	60.057755	76.93522	4.15	1
-0.0112608057056545	-0.0112608057056545	76.93522	148.4446305	4.15	1
0.135409174685828	0.135409174685828	148.4446305	149.0570905	4.15	1
-0.001090557531618	-0.001090557531618	149.0570905	197.9916495	4.15	1
-0.021319798022433	-0.021319798022433	0.1800575	60.057755	4.2	1
0.0207634886728326	0.0207634886728326	60.057755	76.93522	4.2	1
-0.0112608057056545	-0.0112608057056545	76.93522	148.4446305	4.2	1
0.135409174685828	0.135409174685828	148.4446305	149.0570905	4.2	1
-0.001090557531618	-0.001090557531618	149.0570905	197.9916495	4.2	1
-0.021319798022433	-0.021319798022433	0.1800575	60.057755	4.25	1
0.0207634886728326	0.0207634886728326	60.057755	76.93522	4.25	1
-0.0112608057056545	-0.0112608057056545	76.93522	148.4446305	4.25	1
0.135409174685828	0.135409174685828	148.4446305	149.0570905	4.25	1
-0.001090557531618	-0.001090557531618	149.0570905	197.9916495	4.25	1
-0.021319798022433	-0.021319798022433	0.1800575	60.057755	4.3	1
